1 -63 104
3 -62 104
5 -54 1
6 -61 104
8 -56 1
9 -62 117
12 -58 104
14 -60 104
16 -59 104
22 -65 104
23 -66 117
24 -65 104
27 -65 104
29 -65 104
31 -65 104
32 -65 104
34 -65 104
38 -65 104
39 -65 104
40 -65 104
42 -65 104
46 -65 104
47 -65 104
48 -65 104
49 -65 104
54 -65 104
55 -65 104
56 -65 104
57 -65 104
61 -65 104
63 -65 104
64 -65 104
65 -66 117
67 -64 104
69 -65 104
72 -65 104
75 -65 104
76 -65 104
77 -65 104
79 -60 1
80 -64 104
81 -64 104
83 -64 104
85 -63 104
87 -66 104
89 -62 104
91 -65 104
93 -65 117
95 -61 117
97 -63 78
99 -66 78
102 -66 78
103 -66 78
109 -67 78
110 -66 78
111 -67 78
113 -66 78
116 -66 104
118 -66 104
119 -66 104
120 -66 104
125 -66 104
126 -66 104
129 -66 104
130 -66 104
131 -66 104
134 -67 104
135 -67 104
136 -67 104
141 -67 104
142 -67 104
143 -67 104
146 -67 104
149 -67 104
150 -67 104
153 -67 104
154 -67 104
157 -67 104
158 -67 104
159 -68 117
162 -67 104
163 -67 104
164 -67 104
165 -68 104
167 -66 117
169 -64 104
171 -65 104
173 -67 104
175 -66 104
177 -66 117
179 -61 104
185 -61 104
186 -61 104
187 -61 104
188 -61 104
193 -62 117
194 -62 117
195 -62 117
196 -62 117
201 -62 117
202 -62 117
203 -62 117
204 -62 117
209 -62 117
210 -62 117
211 -62 117
212 -62 117
217 -62 117
218 -62 117
219 -62 117
220 -62 117
225 -62 117
226 -62 117
227 -62 117
228 -62 117
233 -62 130
234 -62 117
235 -62 117
236 -62 117
241 -62 117
242 -62 117
243 -62 117
244 -62 117
245 -60 117
247 -62 117
249 -64 1
251 -66 117
253 -67 117
259 -69 130
260 -69 117
261 -69 117
264 -69 117
267 -69 117
268 -70 117
269 -70 117
270 -70 117
275 -69 117
276 -69 117
277 -69 117
280 -70 117
283 -69 117
284 -70 117
285 -70 117
286 -69 104
291 -69 104
292 -69 104
293 -69 104
294 -69 104
299 -69 104
300 -69 104
301 -69 104
302 -69 104
307 -69 104
308 -70 104
309 -69 104
310 -69 104
315 -69 104
316 -70 117
317 -70 104
318 -70 104
319 -69 104
321 -65 78
323 -67 130
325 -70 78
327 -71 78
329 -68 78
335 -63 78
336 -62 78
337 -62 78
338 -63 78
343 -63 78
344 -62 104
345 -63 104
346 -62 104
351 -63 104
352 -63 104
353 -62 104
354 -62 104
359 -63 104
360 -63 104
361 -63 104
362 -63 104
367 -64 117
368 -63 104
369 -63 104
372 -63 104
375 -63 104
376 -63 104
377 -63 104
378 -63 104
383 -63 78
384 -63 78
385 -63 78
386 -63 78
391 -64 117
392 -64 117
393 -64 117
394 -64 117
395 -66 117
397 -65 117
399 -63 130
401 -62 104
403 -61 104
409 -61 104
410 -60 104
411 -60 104
412 -60 104
413 -61 104
418 -60 104
419 -60 104
420 -60 104
421 -61 104
426 -60 104
427 -60 104
428 -60 104
429 -61 104
434 -61 117
435 -60 104
436 -61 104
437 -60 104
442 -61 104
443 -61 117
444 -61 104
445 -61 104
450 -60 104
451 -61 104
452 -61 104
455 -60 104
458 -60 104
459 -60 104
462 -60 78
463 -61 78
466 -62 117
467 -62 117
468 -61 117
469 -61 117
470 -61 117
472 -57 1
474 -61 130
476 -62 130
478 -65 130
481 -59 1
482 -63 130
484 -65 130
486 -64 117
488 -63 117
494 -62 78
495 -62 78
496 -62 78
497 -63 78
502 -63 130
503 -63 130
504 -63 117
505 -63 117
510 -63 117
511 -63 117
512 -63 117
