1 -60 78
3 -61 78
5 -64 1
7 -61 78
10 -60 78
15 -58 52
16 -58 52
18 -61 72.2222
19 -61 72.2222
23 -61 72.2222
24 -52 1
25 -61 72.2222
26 -62 72.2222
27 -61 72.2222
32 -61 72.2222
33 -61 72.2222
34 -61 72.2222
35 -61 72.2222
40 -60 78
41 -61 72.2222
42 -61 72.2222
43 -61 72.2222
48 -61 72.2222
49 -61 72.2222
52 -62 72.2222
53 -61 72.2222
55 -62 72.2222
57 -62 72.2222
59 -61 72.2222
61 -61 72.2222
62 -61 72.2222
64 -62 72.2222
67 -62 72.2222
69 -62 72.2222
70 -61 72.2222
71 -61 72.2222
74 -61 72.2222
75 -61 72.2222
76 -51 1
77 -59 72.2222
79 -59 72.2222
81 -57 72.2222
83 -60 72.2222
85 -57 72.2222
87 -57 72.2222
88 -58 72.2222
90 -59 72.2222
96 -58 72.2222
97 -53 1
98 -59 72.2222
99 -59 72.2222
100 -59 72.2222
101 -59 72.2222
107 -58 78
108 -59 72.2222
109 -59 72.2222
112 -59 72.2222
115 -59 72.2222
116 -59 72.2222
117 -59 72.2222
118 -59 72.2222
123 -59 72.2222
124 -59 72.2222
125 -59 72.2222
126 -59 72.2222
131 -59 72.2222
132 -59 72.2222
133 -59 72.2222
134 -59 72.2222
139 -59 72.2222
140 -60 72.2222
141 -60 72.2222
142 -60 72.2222
147 -59 72.2222
148 -60 72.2222
149 -60 72.2222
150 -60 72.2222
155 -60 72.2222
156 -60 72.2222
157 -59 78
158 -59 78
159 -50 1
160 -57 78
162 -56 78
164 -60 78
166 -59 78
168 -57 104
174 -58 78
175 -58 78
176 -58 78
177 -58 78
178 -58 78
184 -58 78
185 -58 78
186 -58 78
187 -58 78
192 -58 78
193 -58 78
194 -58 78
195 -58 78
200 -58 78
201 -58 78
202 -58 78
205 -58 78
206 -58 78
207 -58 78
212 -58 78
213 -58 78
214 -58 78
217 -58 78
220 -58 78
221 -58 78
224 -56 52
225 -56 52
226 -58 72.2222
227 -58 72.2222
232 -58 72.2222
233 -58 72.2222
234 -59 72.2222
235 -59 72.2222
236 -60 72.2222
238 -60 72.2222
240 -58 78
242 -59 72.2222
244 -65 1
245 -58 72.2222
252 -59 72.2222
253 -60 72.2222
254 -60 72.2222
255 -60 72.2222
256 -60 72.2222
262 -59 78
263 -59 78
264 -60 78
265 -60 78
270 -59 78
271 -59 78
272 -60 78
273 -59 78
278 -60 78
279 -60 78
280 -60 78
281 -59 78
286 -60 78
287 -59 78
288 -60 78
289 -60 78
294 -59 78
295 -60 78
296 -59 78
297 -60 78
302 -59 78
303 -60 78
304 -59 78
305 -60 78
310 -59 104
311 -59 104
312 -59 104
313 -59 104
314 -59 104
317 -59 117
318 -56 1
320 -59 104
322 -60 104
324 -60 104
326 -56 104
332 -56 78
333 -56 78
334 -56 78
338 -56 78
339 -56 78
342 -56 78
343 -56 78
344 -56 78
345 -56 78
350 -56 78
