1 -66 1
3 -60 104
5 -61 117
7 -56 104
9 -57 104
11 -59 104
13 -62 104
19 -57 117
21 -57 117
22 -57 117
23 -57 117
24 -58 117
29 -57 117
30 -58 117
31 -57 117
32 -57 117
37 -57 117
38 -57 117
41 -58 117
42 -57 117
45 -57 117
46 -57 117
49 -57 117
50 -57 117
51 -57 117
52 -57 117
57 -57 78
58 -57 78
59 -56 78
60 -56 78
65 -57 117
66 -57 117
69 -57 117
70 -57 117
73 -57 117
74 -57 117
75 -57 117
78 -57 117
79 -57 117
80 -57 117
81 -57 117
83 -64 130
85 -64 117
87 -65 117
89 -65 117
91 -64 117
93 -61 130
99 -62 117
100 -62 117
102 -62 117
105 -62 117
106 -61 117
107 -62 117
108 -62 117
109 -62 117
114 -61 130
115 -62 117
116 -62 117
117 -62 117
122 -62 117
123 -62 117
124 -62 117
125 -62 117
130 -62 117
131 -62 117
132 -62 117
133 -62 117
138 -62 117
139 -62 117
140 -62 117
141 -62 117
146 -62 117
147 -62 117
148 -62 117
149 -62 117
154 -62 117
155 -62 117
156 -62 117
157 -62 117
160 -62 117
161 -62 117
162 -56 1
163 -63 130
165 -64 144.444
167 -64 144.444
169 -63 144.444
171 -64 144.444
177 -64 144.444
179 -64 144.444
180 -64 144.444
181 -64 144.444
184 -64 144.444
185 -64 144.444
186 -64 144.444
191 -64 144.444
192 -64 144.444
193 -64 144.444
196 -65 144.444
199 -64 144.444
200 -64 144.444
201 -64 144.444
202 -64 144.444
207 -64 144.444
208 -64 144.444
209 -64 144.444
210 -64 144.444
215 -64 144.444
216 -64 144.444
217 -64 144.444
218 -64 144.444
223 -64 144.444
224 -64 144.444
225 -64 144.444
226 -64 144.444
231 -64 144.444
232 -64 144.444
233 -64 117
234 -64 117
237 -64 117
238 -64 117
239 -57 1
240 -62 117
243 -62 117
245 -61 117
247 -61 117
249 -61 130
251 -66 117
253 -65 117
255 -63 117
258 -64 117
259 -64 130
264 -64 117
265 -64 117
266 -65 117
271 -65 117
272 -65 117
273 -65 117
274 -65 117
275 -65 117
276 -65 117
277 -65 117
282 -65 117
283 -65 117
284 -65 117
285 -65 117
290 -65 117
291 -65 117
292 -65 117
293 -65 117
298 -65 117
299 -65 117
300 -65 117
301 -65 117
306 -65 117
307 -65 117
308 -65 117
309 -65 117
314 -65 117
315 -65 117
316 -64 104
317 -64 104
322 -64 104
323 -64 104
324 -64 104
325 -64 104
326 -63 78
328 -64 130
330 -64 130
332 -68 130
334 -61 1
335 -66 130
337 -43 1
338 -67 130
340 -66 130
342 -67 130
348 -64 1
350 -61 13
351 -61 13
352 -61 13
353 -61 13
354 -62 13
360 -64 78
361 -64 78
362 -64 78
363 -64 78
368 -65 130
369 -65 130
370 -65 130
371 -65 130
376 -65 130
377 -65 130
378 -65 130
379 -65 130
384 -65 130
385 -65 130
386 -65 130
387 -64 130
392 -65 144.444
393 -65 144.444
394 -65 144.444
395 -65 144.444
400 -65 144.444
401 -65 144.444
402 -65 144.444
405 -65 117
406 -65 117
407 -65 117
410 -64 117
411 -65 117
413 -43 1
414 -58 1
415 -63 117
417 -61 117
419 -60 117
421 -63 117
423 -61 117
425 -63 117
427 -67 117
429 -67 104
431 -68 104
432 -69 104
434 -64 104
435 -64 104
436 -64 104
437 -64 104
438 -64 104
448 -64 104
449 -64 104
450 -64 104
451 -64 104
456 -66 117
457 -64 104
458 -65 104
459 -64 104
464 -64 104
465 -64 104
466 -64 104
469 -64 104
470 -64 104
473 -64 104
476 -65 104
477 -65 104
478 -65 104
479 -65 104
484 -65 104
485 -65 104
486 -65 104
489 -64 104
490 -63 104
491 -64 104
496 -63 104
497 -63 104
498 -63 104
499 -63 104
500 -64 117
502 -66 1
507 -63 104
508 -63 104
509 -63 104
510 -63 104
511 -63 104
517 -64 117
518 -63 104
519 -63 104
520 -63 104
525 -63 104
526 -63 104
529 -63 104
530 -63 104
531 -63 104
534 -63 104
535 -63 104
536 -63 104
537 -63 104
542 -63 104
543 -63 104
546 -63 104
547 -63 104
548 -63 104
549 -63 104
554 -63 104
555 -63 104
556 -63 104
557 -63 104
562 -63 104
563 -63 104
564 -63 104
565 -63 104
568 -63 104
569 -63 104
570 -61 104
572 -61 117
574 -63 117
576 -66 117
578 -62 1
579 -63 117
582 -65 117
588 -66 130
589 -66 130
590 -66 117
591 -65 117
592 -66 117
598 -66 117
599 -65 117
600 -66 117
601 -66 117
606 -65 117
607 -65 117
608 -66 117
609 -65 117
614 -65 117
615 -66 117
616 -66 117
617 -66 117
622 -65 117
623 -66 117
624 -66 117
625 -65 117
630 -65 117
631 -65 117
632 -66 117
633 -66 117
638 -66 117
639 -66 117
640 -66 117
641 -66 117
646 -66 117
647 -66 117
648 -66 117
649 -66 117
650 -67 117
652 -67 130
654 -58 117
656 -61 117
658 -62 117
660 -59 117
662 -59 130
668 -58 117
670 -58 117
671 -58 117
672 -58 117
675 -58 117
676 -58 117
677 -58 117
682 -58 117
683 -58 117
684 -58 117
685 -58 117
690 -58 117
691 -58 117
692 -58 117
693 -58 117
694 -58 117
699 -58 117
700 -58 117
701 -58 117
702 -58 117
707 -58 117
708 -58 117
709 -58 117
710 -58 117
715 -58 117
716 -58 117
717 -58 117
718 -58 117
723 -58 117
724 -58 117
725 -58 117
726 -58 117
729 -58 130
730 -58 117
731 -60 117
733 -60 130
735 -60 144.444
737 -62 144.444
739 -65 144.444
741 -61 1
743 -60 144.444
745 -62 144.444
747 -69 144.444
753 -67 144.444
755 -67 144.444
756 -67 144.444
757 -67 144.444
758 -67 144.444
763 -67 144.444
764 -67 144.444
765 -67 144.444
766 -67 144.444
771 -67 144.444
772 -67 144.444
773 -67 144.444
774 -67 144.444
779 -67 144.444
780 -67 144.444
781 -67 144.444
782 -67 144.444
787 -67 144.444
788 -67 144.444
789 -67 144.444
790 -67 144.444
795 -67 144.444
796 -67 144.444
797 -66 144.444
798 -66 144.444
803 -67 144.444
